Gene,Non-unique Gene name,Annotation,P5_109,P5_152,P8_139,P8_229,P8_241,P8_250,P8_72,P9_191,P9_2,P9_31,P9_32,P9_35,P9_87,PS92,pcl1606,sbw25,xl272
group_1608,,Methyl-accepting chemotaxis protein (MCP) signalling domain-containing protein,0_refound_3161_stop,1_refound_7259_stop,DGIGOC_03490,OELDID_28040,4_refound_19624_stop,NFOGGK_15570,DILMCD_08100,CJMOAC_04970,8_refound_36156_stop,KLDNLM_16190,KAGCPN_17585,NDMAAC_17580,CELEIN_14885,FNPKGJ_13110,OFJEOJ_13580,OGPOLJ_13540,16_refound_68295_stop
group_1607,,Diguanylate cyclase,AEKEPN_10095,HMDFDK_25015,DGIGOC_28030,OELDID_03500,NDFCFG_18950,NFOGGK_19705,DILMCD_13815,CJMOAC_27790,8_refound_33195_stop,KLDNLM_12390,KAGCPN_10775,NDMAAC_10770,CELEIN_19235,13_refound_54093,OFJEOJ_20010,15_refound_62394_stop,16_refound_66641_stop
group_1604,,Methyl-accepting chemotaxis protein (MCP) signalling domain-containing protein,0_refound_3159_stop,1_refound_7257_stop,2_refound_11560_stop,3_refound_15636_stop,4_refound_19622,5_refound_23909_stop,DILMCD_17155,CJMOAC_12965,8_refound_36155_stop,9_refound_40315_stop,10_refound_44483_stop,11_refound_48722_stop,CELEIN_15935,FNPKGJ_07585,OFJEOJ_18755,OGPOLJ_07220,16_refound_68294_stop
group_1601,,cobalamin biosynthesis protein CobQ,AEKEPN_02215,HMDFDK_13410,DGIGOC_15700,OELDID_15830,NDFCFG_27670,NFOGGK_03375,DILMCD_01305,CJMOAC_22835,GGGPIC_03100,KLDNLM_03880,KAGCPN_03485,NDMAAC_03480,CELEIN_02210,FNPKGJ_02495,OFJEOJ_27885,OGPOLJ_02255,16_refound_68292
group_1599,,GGDEF domain-containing protein,0_refound_1993_stop,1_refound_6130_stop,2_refound_10345_stop,3_refound_14423_stop,4_refound_18498_stop,5_refound_22704_stop,6_refound_26816_stop,7_refound_30830_stop,8_refound_34986_stop,KLDNLM_18830,10_refound_43506_stop,11_refound_47737_stop,12_refound_51929,13_refound_56142_stop,14_refound_60294_stop,15_refound_64454,16_refound_67909_stop
group_1596,,LysR family transcriptional regulator,AEKEPN_02080,HMDFDK_13510,DGIGOC_15815,OELDID_15715,NDFCFG_27780,NFOGGK_03260,DILMCD_01425,CJMOAC_22715,GGGPIC_02995,KLDNLM_03770,KAGCPN_03350,NDMAAC_03345,CELEIN_02095,FNPKGJ_02390,OFJEOJ_28000,OGPOLJ_02150,MOKLEP_12815
group_1592,,methyl-accepting chemotaxis protein,AEKEPN_01815,HMDFDK_13710,DGIGOC_16015,OELDID_15515,NDFCFG_27985,NFOGGK_03060,DILMCD_01625,CJMOAC_22515,GGGPIC_02800,KLDNLM_03575,KAGCPN_03085,NDMAAC_03080,CELEIN_01895,FNPKGJ_02190,OFJEOJ_28205,OGPOLJ_01950,MOKLEP_13585
group_1590,,methyl-accepting chemotaxis protein,AEKEPN_03620,HMDFDK_11980,DGIGOC_14190,OELDID_17340,NDFCFG_26430,NFOGGK_04885,DILMCD_22085,CJMOAC_20870,GGGPIC_23395,KLDNLM_05290,KAGCPN_04850,NDMAAC_04845,CELEIN_03840,FNPKGJ_26170,OFJEOJ_26455,OGPOLJ_25875,MOKLEP_03925
group_1588,,type VI secretion system tip protein VgrG,0_refound_3156_stop,1_refound_7252_stop,2_refound_11555_stop,3_refound_15631_stop,NDFCFG_20555,5_refound_23904_stop,6_refound_28073_stop,7_refound_32062,GGGPIC_10430,9_refound_40310_stop,10_refound_44478_stop,11_refound_48717_stop,12_refound_53062_stop,FNPKGJ_10550,14_refound_61249_stop,OGPOLJ_10585,16_refound_68288_stop
group_1586,,PAS domain S-box/diguanylate cyclase (GGDEF) domain-containing protein,0_refound_1881,1_refound_6035,2_refound_10221,3_refound_14296,4_refound_18400,5_refound_22578,6_refound_26683,7_refound_30729,8_refound_34897,KLDNLM_08960,10_refound_43412,11_refound_47645,12_refound_51803,13_refound_56044_stop,14_refound_60187_stop,15_refound_64360_stop,16_refound_67866_stop
group_1585,,type VI secretion system tip protein VgrG,AEKEPN_01755,HMDFDK_02280,DGIGOC_15640,OELDID_15890,NDFCFG_09785,NFOGGK_03435,DILMCD_01245,7_refound_32061_stop,GGGPIC_03175,KLDNLM_03940,10_refound_44477_stop,11_refound_48716_stop,CELEIN_02285,FNPKGJ_02570,14_refound_61248_stop,OGPOLJ_02330,16_refound_68287_stop
group_1581,,amino acid permease,AEKEPN_07780,HMDFDK_08170,DGIGOC_10235,OELDID_21295,NDFCFG_21690,NFOGGK_08840,DILMCD_28745,CJMOAC_29340,GGGPIC_21930,KLDNLM_09380,KAGCPN_22575,NDMAAC_22580,CELEIN_07915,FNPKGJ_24595,OFJEOJ_22495,OGPOLJ_24330,16_refound_68286
group_1578,,amino acid permease,AEKEPN_05520,HMDFDK_20945,DGIGOC_18080,OELDID_07460,NDFCFG_24655,NFOGGK_00995,DILMCD_09665,CJMOAC_07305,GGGPIC_06410,KLDNLM_24065,KAGCPN_23450,NDMAAC_23455,CELEIN_23660,FNPKGJ_05930,OFJEOJ_06730,OGPOLJ_05590,MOKLEP_05040
hutH,hutH,histidine ammonia-lyase,0_refound_3155_stop,1_refound_7250,DGIGOC_18075,OELDID_13455,4_refound_19617,NFOGGK_01000,6_refound_28070,7_refound_32060,8_refound_36149,9_refound_40309_stop,10_refound_44474,11_refound_48713,12_refound_53059,13_refound_57136_stop,14_refound_61247,15_refound_65460_stop,16_refound_68284
group_1572,,Chemotactic transducer PctC,AEKEPN_25255,HMDFDK_21480,DGIGOC_24800,OELDID_06730,NDFCFG_06310,NFOGGK_22925,DILMCD_10345,CJMOAC_07915,GGGPIC_22355,KLDNLM_23385,KAGCPN_00790,NDMAAC_00785,CELEIN_22785,FNPKGJ_24915,OFJEOJ_07340,OGPOLJ_24655,MOKLEP_14230
group_1568,gabP,GABA permease,AEKEPN_18945,1_refound_7246_stop,2_refound_11552,3_refound_15628,NDFCFG_28385,5_refound_23901,DILMCD_19795,7_refound_32057_stop,GGGPIC_18985,9_refound_40305_stop,KAGCPN_14070,NDMAAC_14065,CELEIN_13120,FNPKGJ_11095,OFJEOJ_28565,OGPOLJ_11355,16_refound_68281
gabP,gabP,GABA permease,AEKEPN_01340,1_refound_7245,DGIGOC_16350,OELDID_15180,NDFCFG_14495,NFOGGK_02725,6_refound_28069,CJMOAC_22115,GGGPIC_02475,KLDNLM_03225,KAGCPN_00940,NDMAAC_00935,CELEIN_01525,FNPKGJ_01840,OFJEOJ_16685,OGPOLJ_01600,16_refound_68280
ehuA,ehuA,ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA,AEKEPN_01335,HMDFDK_14035,DGIGOC_16355,OELDID_15175,NDFCFG_28390,NFOGGK_02720,DILMCD_02000,CJMOAC_22110,GGGPIC_02470,KLDNLM_03220,KAGCPN_02730,NDMAAC_02725,CELEIN_01520,FNPKGJ_01835,OFJEOJ_28570,OGPOLJ_01595,MOKLEP_09665
group_1559,,amino acid ABC transporter,AEKEPN_01330,HMDFDK_14040,DGIGOC_16360,OELDID_15170,NDFCFG_28395,NFOGGK_02715,DILMCD_02005,CJMOAC_22105,GGGPIC_02465,KLDNLM_03215,KAGCPN_02725,NDMAAC_02720,CELEIN_01515,FNPKGJ_01830,OFJEOJ_28575,OGPOLJ_01590,MOKLEP_09670
group_1555,,amino acid ABC transporter permease,AEKEPN_01325,HMDFDK_14045,DGIGOC_16365,OELDID_15165,NDFCFG_28400,NFOGGK_02710,DILMCD_02010,CJMOAC_22100,GGGPIC_02460,KLDNLM_03210,KAGCPN_02720,NDMAAC_02715,CELEIN_01510,FNPKGJ_01825,OFJEOJ_28580,OGPOLJ_01585,MOKLEP_09675
rfbC,rfbC,dTDP-4-dehydrorhamnose 35-epimerase,0_refound_3152,HMDFDK_23125,2_refound_11548_stop,3_refound_15624_stop,NDFCFG_22410,5_refound_23897_stop,6_refound_28063_stop,CJMOAC_21880,GGGPIC_02370,KLDNLM_11635,KAGCPN_02595,NDMAAC_02590,12_refound_53052,FNPKGJ_01480,OFJEOJ_28685,OGPOLJ_01470,MOKLEP_09760
group_1554,,outer membrane porin OprD family,0_refound_3153_stop,HMDFDK_21540,2_refound_11549,3_refound_15625,4_refound_19612_stop,5_refound_23898,6_refound_28064_stop,7_refound_32053_stop,GGGPIC_22300,9_refound_40301_stop,10_refound_44469,11_refound_48708,12_refound_53054_stop,FNPKGJ_24860,14_refound_61242,OGPOLJ_24600,16_refound_68277_stop
group_1552,,PMT-2 domain-containing protein,0_refound_2020,1_refound_6159_stop,2_refound_10377_stop,3_refound_14455_stop,4_refound_18526,5_refound_22736_stop,6_refound_26849,7_refound_30857_stop,8_refound_35014_stop,KLDNLM_24045,KAGCPN_23430,NDMAAC_23435,12_refound_51957_stop,13_refound_56164_stop,14_refound_60318_stop,15_refound_64478_stop,16_refound_67920_stop
prfC,prfC,peptide chain release factor 3,AEKEPN_04080,HMDFDK_11520,DGIGOC_13790,OELDID_17740,NDFCFG_25965,NFOGGK_05285,DILMCD_22590,CJMOAC_20290,GGGPIC_05030,KLDNLM_05770,KAGCPN_05360,NDMAAC_05355,CELEIN_04230,FNPKGJ_04490,OFJEOJ_25980,OGPOLJ_04165,MOKLEP_14115
group_1543,,flagellar hook-associated protein 3,AEKEPN_07890,HMDFDK_08070,DGIGOC_10150,OELDID_21380,NDFCFG_21575,NFOGGK_08925,DILMCD_28840,CJMOAC_29415,8_refound_33164_stop,KLDNLM_09460,KAGCPN_08885,NDMAAC_08880,CELEIN_08010,13_refound_54060_stop,OFJEOJ_22370,15_refound_62360_stop,16_refound_66599
group_1542,,Transcriptional regulatory protein OmpR,AEKEPN_24955,HMDFDK_21780,DGIGOC_25095,OELDID_06435,NDFCFG_06610,NFOGGK_22630,DILMCD_10645,CJMOAC_08260,8_refound_36139_stop,KLDNLM_23130,KAGCPN_07485,NDMAAC_07480,CELEIN_22480,FNPKGJ_25040,OFJEOJ_07735,OGPOLJ_24785,16_refound_68274
group_1536,tauA,taurine ABC transporter substrate-binding protein,AEKEPN_01060,HMDFDK_14285,DGIGOC_16740,OELDID_14790,NDFCFG_28660,NFOGGK_02335,DILMCD_02355,CJMOAC_21720,GGGPIC_02215,KLDNLM_02900,KAGCPN_02445,NDMAAC_02440,CELEIN_01210,FNPKGJ_01315,OFJEOJ_28845,OGPOLJ_01305,16_refound_68273_stop
group_1532,,ACR family transporter,AEKEPN_00950,HMDFDK_14380,DGIGOC_16860,OELDID_14670,NDFCFG_28755,NFOGGK_02215,DILMCD_02485,CJMOAC_21535,GGGPIC_02110,KLDNLM_02785,KAGCPN_02240,NDMAAC_02240,CELEIN_01095,FNPKGJ_01205,OFJEOJ_28985,OGPOLJ_01195,16_refound_68272
group_1525,,ACR family transporter,AEKEPN_05840,HMDFDK_10215,DGIGOC_12380,OELDID_19150,NDFCFG_24350,NFOGGK_06695,DILMCD_23985,CJMOAC_18850,GGGPIC_07180,KLDNLM_24205,KAGCPN_06525,NDMAAC_06515,CELEIN_05695,FNPKGJ_06630,OFJEOJ_24635,OGPOLJ_06290,MOKLEP_04355
group_1517,,sulfate ABC transporter substrate-binding protein,AEKEPN_00825,HMDFDK_14575,DGIGOC_17035,OELDID_14495,NDFCFG_28875,NFOGGK_02040,DILMCD_02670,CJMOAC_21300,GGGPIC_01930,KLDNLM_02685,KAGCPN_01935,NDMAAC_01935,CELEIN_00890,FNPKGJ_00985,OFJEOJ_29215,OGPOLJ_00975,MOKLEP_01375
group_1515,,fatty acid desaturase,AEKEPN_00860,HMDFDK_14510,DGIGOC_17000,OELDID_14530,NDFCFG_28840,NFOGGK_02075,DILMCD_02615,CJMOAC_21355,GGGPIC_01980,KLDNLM_02725,KAGCPN_01985,NDMAAC_01985,CELEIN_00955,FNPKGJ_01045,OFJEOJ_29180,OGPOLJ_01025,16_refound_68271
group_1513,,spermidine/putrescine ABC transporter ATP-binding protein,AEKEPN_00840,HMDFDK_14560,DGIGOC_17020,OELDID_14510,NDFCFG_28860,NFOGGK_02055,DILMCD_02655,CJMOAC_21315,8_refound_36133_stop,KLDNLM_02700,KAGCPN_01950,NDMAAC_01950,CELEIN_00905,13_refound_57128_stop,OFJEOJ_29200,15_refound_65452_stop,MOKLEP_01390
gabT,gabT,4-aminobutyrate--2-oxoglutarate transaminase,AEKEPN_00795,HMDFDK_14600,DGIGOC_17065,OELDID_14465,NDFCFG_28900,NFOGGK_02010,DILMCD_02700,CJMOAC_21270,GGGPIC_01900,KLDNLM_02655,KAGCPN_01890,NDMAAC_01890,CELEIN_00860,FNPKGJ_00955,OFJEOJ_29245,OGPOLJ_00945,16_refound_68270_stop
gabD,gabD,NADP-dependent succinate-semialdehyde dehydrogenase,AEKEPN_00790,1_refound_7236_stop,DGIGOC_17070,OELDID_14460,NDFCFG_28905,NFOGGK_02005,DILMCD_02705,CJMOAC_21265,GGGPIC_01895,KLDNLM_02650,KAGCPN_01885,NDMAAC_01885,CELEIN_00855,FNPKGJ_00950,OFJEOJ_29250,OGPOLJ_00940,MOKLEP_09980
group_1508,,LysR family transcriptional regulator,AEKEPN_00650,HMDFDK_14835,DGIGOC_17210,OELDID_14320,NDFCFG_29010,NFOGGK_01865,DILMCD_02910,CJMOAC_31690,GGGPIC_01585,KLDNLM_00345,10_refound_44462_stop,11_refound_48701_stop,CELEIN_00715,FNPKGJ_00670,OFJEOJ_29465,OGPOLJ_00665,16_refound_68269
group_1500,,Diguanylate cyclase/phosphodiesterase,AEKEPN_00600,HMDFDK_14875,DGIGOC_17260,OELDID_14270,NDFCFG_29085,NFOGGK_01815,DILMCD_02965,CJMOAC_00015,GGGPIC_01535,KLDNLM_00385,KAGCPN_02025,NDMAAC_02025,CELEIN_00670,13_refound_57125,OFJEOJ_29535,15_refound_65449,MOKLEP_17055
group_1499,,CoA transferase,AEKEPN_00555,HMDFDK_14930,DGIGOC_17355,OELDID_14175,NDFCFG_00010,NFOGGK_01720,DILMCD_03035,CJMOAC_00085,GGGPIC_01470,KLDNLM_00460,KAGCPN_01760,NDMAAC_01760,CELEIN_00600,FNPKGJ_00580,OFJEOJ_29630,OGPOLJ_00575,MOKLEP_08375
group_1498,caiA,acyl-CoA dehydrogenase,AEKEPN_00550,HMDFDK_14935,DGIGOC_17360,OELDID_14170,NDFCFG_00015,NFOGGK_01715,DILMCD_03040,CJMOAC_00090,GGGPIC_01465,KLDNLM_00465,KAGCPN_01755,NDMAAC_01755,CELEIN_00595,FNPKGJ_00575,OFJEOJ_29635,OGPOLJ_00570,MOKLEP_08380
pntB,pntB,NAD synthetase,AEKEPN_00530,HMDFDK_14955,DGIGOC_17380,OELDID_14150,NDFCFG_00035,NFOGGK_01695,DILMCD_03060,CJMOAC_00110,GGGPIC_01445,KLDNLM_00485,KAGCPN_01735,NDMAAC_01730,CELEIN_00575,FNPKGJ_00555,OFJEOJ_29655,OGPOLJ_00550,MOKLEP_01800
group_1493,,DUF2388 domain-containing protein,AEKEPN_30305,HMDFDK_16630,DGIGOC_00350,OELDID_02510,NDFCFG_01725,NFOGGK_18715,DILMCD_05085,CJMOAC_02185,GGGPIC_27005,KLDNLM_28575,KAGCPN_28505,NDMAAC_28500,CELEIN_11285,FNPKGJ_29705,OFJEOJ_01325,OGPOLJ_29465,16_refound_68266_stop
group_1491,,DUF2388 domain-containing protein,AEKEPN_00510,1_refound_7233,2_refound_11539,3_refound_15615_stop,NDFCFG_00055,5_refound_23887,DILMCD_21635,7_refound_32043_stop,8_refound_36128,KLDNLM_00515,10_refound_44458,11_refound_48697,12_refound_53043,13_refound_57123_stop,14_refound_61235,15_refound_65446,16_refound_68264_stop
gltP,gltP,C4-dicarboxylate transporter DctA,AEKEPN_24280,HMDFDK_22205,DGIGOC_10635,OELDID_20895,NDFCFG_23355,NFOGGK_08440,DILMCD_11470,CJMOAC_09110,GGGPIC_21180,KLDNLM_22410,KAGCPN_22180,NDMAAC_22185,CELEIN_21735,FNPKGJ_23790,OFJEOJ_08520,OGPOLJ_23545,MOKLEP_11725
metP,metP,metal ABC transporter permease,AEKEPN_00305,HMDFDK_15175,DGIGOC_17605,OELDID_13925,NDFCFG_00260,NFOGGK_01470,DILMCD_03290,CJMOAC_00335,GGGPIC_01240,KLDNLM_00695,KAGCPN_01075,NDMAAC_01070,CELEIN_00340,FNPKGJ_00350,OFJEOJ_29875,OGPOLJ_00345,MOKLEP_10675
group_1488,,Resolvase/invertase-type recombinase catalytic domain-containing protein,0_refound_912_stop,1_refound_5090,2_refound_9170,3_refound_13238,NDFCFG_22015,5_refound_21522,6_refound_25864_stop,7_refound_30139,8_refound_34276,9_refound_38386,10_refound_42533_stop,11_refound_46763_stop,12_refound_50888_stop,13_refound_55189_stop,14_refound_59274,15_refound_63500_stop,16_refound_67434_stop
group_1487,,FAD-binding-2 domain-containing protein,AEKEPN_06445,HMDFDK_09630,DGIGOC_11480,OELDID_20050,NDFCFG_07055,NFOGGK_07595,DILMCD_24820,CJMOAC_18090,GGGPIC_07580,KLDNLM_07850,KAGCPN_07310,NDMAAC_07305,CELEIN_06545,FNPKGJ_07040,OFJEOJ_23870,OGPOLJ_06700,16_refound_66563
group_1485,nlpA,methionine ABC transporter substrate-binding protein,AEKEPN_00300,HMDFDK_15180,DGIGOC_17600,OELDID_13930,NDFCFG_00265,NFOGGK_01475,DILMCD_03285,CJMOAC_00340,GGGPIC_01235,KLDNLM_00690,KAGCPN_01070,NDMAAC_01065,CELEIN_00345,FNPKGJ_00345,OFJEOJ_29880,OGPOLJ_00340,MOKLEP_10670
group_1484,,recombinase family protein,0_refound_3145,1_refound_7228_stop,2_refound_11532_stop,3_refound_15608_stop,4_refound_19596_stop,5_refound_23880_stop,6_refound_28052,7_refound_32042_stop,8_refound_36120_stop,9_refound_40290_stop,10_refound_44454_stop,11_refound_48693_stop,12_refound_53030,13_refound_57119,14_refound_61230,15_refound_65441,MOKLEP_18440
group_1483,,Lipase class 3,0_refound_2977_stop,1_refound_7066_stop,2_refound_11368_stop,3_refound_15444_stop,4_refound_19426_stop,5_refound_23717_stop,6_refound_27886,7_refound_31880,8_refound_35955,9_refound_40127_stop,10_refound_44290,11_refound_48531,12_refound_52863_stop,13_refound_56961_stop,14_refound_61060,15_refound_65280_stop,MOKLEP_11450
citM,citM,citrate transporter,AEKEPN_00155,HMDFDK_15000,DGIGOC_17780,OELDID_13750,NDFCFG_00405,NFOGGK_01295,DILMCD_03465,CJMOAC_00155,GGGPIC_01410,KLDNLM_00860,KAGCPN_01250,NDMAAC_01245,CELEIN_00165,FNPKGJ_00515,OFJEOJ_29700,OGPOLJ_00510,16_refound_68259
group_1479,,quinone oxidoreductase,AEKEPN_00110,HMDFDK_15375,DGIGOC_17830,OELDID_13700,NDFCFG_00455,NFOGGK_01245,DILMCD_03515,CJMOAC_00565,GGGPIC_01005,KLDNLM_00910,KAGCPN_01295,NDMAAC_01290,CELEIN_00115,FNPKGJ_00110,OFJEOJ_30100,OGPOLJ_00110,MOKLEP_10610
group_1478,,Membrane protein;YhhN family,AEKEPN_05420,HMDFDK_20865,DGIGOC_23970,OELDID_07560,NDFCFG_24740,NFOGGK_23760,DILMCD_09555,CJMOAC_07205,GGGPIC_06265,KLDNLM_07005;KLDNLM_07000,KAGCPN_06215,NDMAAC_06205,CELEIN_23795,FNPKGJ_05750,OFJEOJ_06645,OGPOLJ_05415,16_refound_69300
group_1473,,L-aspartate oxidase,AEKEPN_07040,HMDFDK_22140,DGIGOC_25555,OELDID_05975,NDFCFG_07595,NFOGGK_22170,DILMCD_25405,CJMOAC_17285,GGGPIC_08140,KLDNLM_08410,KAGCPN_08210,NDMAAC_08205,CELEIN_07165,FNPKGJ_07680,OFJEOJ_23225,OGPOLJ_07355,MOKLEP_15515
group_1471,,anion permease,AEKEPN_24680,1_refound_4523_stop,DGIGOC_11080,OELDID_20450,NDFCFG_23980,NFOGGK_07995,DILMCD_10905,CJMOAC_08620,GGGPIC_21565,9_refound_37666_stop,KAGCPN_13095,NDMAAC_13090,CELEIN_22210,FNPKGJ_24200,OFJEOJ_08080,OGPOLJ_23940,16_refound_66915_stop
group_1467,,methyl-accepting chemotaxis protein,0_refound_2922,1_refound_7022_stop,2_refound_11316_stop,3_refound_15393_stop,4_refound_19374,5_refound_23666_stop,6_refound_27839_stop,7_refound_31831,8_refound_35910_stop,9_refound_40075,10_refound_44245_stop,11_refound_48486_stop,12_refound_52810_stop,13_refound_56912_stop,14_refound_61007,15_refound_65233_stop,MOKLEP_08825
group_1466,,N-acetyltransferase,AEKEPN_23155,HMDFDK_23245,DGIGOC_26960,OELDID_04570,NDFCFG_22280,NFOGGK_20775,DILMCD_12570,CJMOAC_10105,GGGPIC_09205,KLDNLM_21165,KAGCPN_09580,NDMAAC_09575,CELEIN_20630,FNPKGJ_09215,OFJEOJ_09495,OGPOLJ_08565,MOKLEP_03565
flgL,flgL,flagellar hook-associated protein 3,0_refound_1763_stop,1_refound_5929_stop,2_refound_10102_stop,3_refound_14176_stop,4_refound_18300,5_refound_22458_stop,6_refound_26557_stop,7_refound_30601_stop,GGGPIC_19890,9_refound_39152_stop,10_refound_43306_stop,11_refound_47539_stop,12_refound_51675_stop,FNPKGJ_22360,14_refound_60084_stop,OGPOLJ_22230,16_refound_67811
group_1456,,MFS transporter,AEKEPN_13945,HMDFDK_03020,DGIGOC_00740,OELDID_02120,NDFCFG_12460,NFOGGK_18325,DILMCD_21375,CJMOAC_13395,GGGPIC_10685,KLDNLM_13675,KAGCPN_11500,NDMAAC_11495,CELEIN_11560,FNPKGJ_10800,OFJEOJ_18385,OGPOLJ_10845,16_refound_66698
group_1455,,methyl-accepting chemotaxis protein,AEKEPN_05695,HMDFDK_10360,DGIGOC_12520,OELDID_19010,NDFCFG_24505,NFOGGK_06555,DILMCD_23835,CJMOAC_19000,GGGPIC_07015,KLDNLM_24340,KAGCPN_06380,NDMAAC_06370,CELEIN_05550,FNPKGJ_06480,OFJEOJ_24780,OGPOLJ_06140,16_refound_66545
group_1452,,Calcium-dependent protease,0_refound_599_stop,1_refound_4795_stop,DGIGOC_12880,OELDID_18650,4_refound_17451_stop,NFOGGK_06195,6_refound_25670,7_refound_29908,8_refound_34068,9_refound_38169_stop,10_refound_42296,11_refound_46526,12_refound_50687_stop,13_refound_54973_stop,14_refound_59035_stop,15_refound_63288,16_refound_67282
adhE,adhE,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,AEKEPN_17745,HMDFDK_05695,DGIGOC_02835,OELDID_00025,NDFCFG_12405,NFOGGK_16225,DILMCD_19245,CJMOAC_31260,GGGPIC_17235,KLDNLM_18460,KAGCPN_15675,NDMAAC_15670,CELEIN_13625,FNPKGJ_18175,OFJEOJ_12080,OGPOLJ_19135,MOKLEP_07280
group_1449,,acyloxyacyl hydrolase,0_refound_3108_stop,1_refound_7195_stop,2_refound_11496_stop,3_refound_15572_stop,4_refound_19560_stop,5_refound_23844_stop,6_refound_28016_stop,7_refound_32007,8_refound_36083_stop,9_refound_40256_stop,10_refound_44420,11_refound_48660,12_refound_52992,13_refound_57085_stop,14_refound_61195,15_refound_65405_stop,MOKLEP_16795
group_1448,,methyl-accepting chemotaxis protein,AEKEPN_24670,HMDFDK_22035,DGIGOC_11070,OELDID_20460,NDFCFG_23970,NFOGGK_08005,DILMCD_10915,CJMOAC_08630,8_refound_33533_stop,KLDNLM_22895,KAGCPN_22545,NDMAAC_22550,CELEIN_22200,FNPKGJ_24190,OFJEOJ_08090,OGPOLJ_23930,MOKLEP_06350
dmeF,dmeF,CDF family Co(II)/Ni(II) efflux transporter DmeF,0_refound_3067,1_refound_7155,2_refound_11455_stop,3_refound_15530_stop,4_refound_19517_stop,5_refound_23802_stop,6_refound_27972_stop,7_refound_31968_stop,8_refound_36044_stop,9_refound_40219_stop,10_refound_44381,11_refound_48621,12_refound_52950_stop,13_refound_57045,14_refound_61154,15_refound_65366,MOKLEP_15245
group_1437,,methyl-accepting chemotaxis protein,AEKEPN_19135,1_refound_4424_stop,DGIGOC_00355,OELDID_02505,NDFCFG_11565,NFOGGK_18710,DILMCD_21625,CJMOAC_02200,GGGPIC_14125,KLDNLM_16545,KAGCPN_02680,NDMAAC_02675,CELEIN_11295,FNPKGJ_14360,OFJEOJ_01335,OGPOLJ_15230,16_refound_66799_stop
pyrG,pyrG,CTP synthase,AEKEPN_06055,HMDFDK_10025,DGIGOC_12175,OELDID_19355,NDFCFG_24150,NFOGGK_06900,DILMCD_24185,CJMOAC_18665,GGGPIC_07370,KLDNLM_07190,KAGCPN_06735,NDMAAC_06725,CELEIN_05895,FNPKGJ_06820,OFJEOJ_24445,OGPOLJ_06480,MOKLEP_17870
group_1436,,CDP-6-deoxy-delta-34-glucoseen reductase,AEKEPN_30420,HMDFDK_16495,DGIGOC_19375,OELDID_12155,NDFCFG_01615,NFOGGK_28350,DILMCD_04965,CJMOAC_02020,GGGPIC_27125,KLDNLM_28700,KAGCPN_28615,NDMAAC_28610,CELEIN_28385,FNPKGJ_29840,OFJEOJ_01205,OGPOLJ_29600,MOKLEP_12710
fliM,fliM,flagellar motor switch protein FliM,AEKEPN_07995,HMDFDK_07965,DGIGOC_09955,OELDID_21575,NDFCFG_21470,NFOGGK_09120,DILMCD_29045,CJMOAC_29565,GGGPIC_19785,KLDNLM_09655,KAGCPN_09000,NDMAAC_08995,CELEIN_08200,FNPKGJ_22255,OFJEOJ_22190,OGPOLJ_22125,MOKLEP_04885
group_1433,,Methyl-accepting chemotaxis protein,0_refound_59_stop,HMDFDK_02660,DGIGOC_04930,OELDID_26600,NDFCFG_15775,NFOGGK_14130,DILMCD_18640,CJMOAC_16630,GGGPIC_14920,KLDNLM_14925,KAGCPN_16090,NDMAAC_16085,CELEIN_14185,FNPKGJ_13600,OFJEOJ_15615,OGPOLJ_14020,MOKLEP_02240
group_1431,,branched-chain amino acid ABC transporter substrate-binding protein,0_refound_3075_stop,1_refound_7162_stop,2_refound_11463,3_refound_15538,4_refound_19525_stop,5_refound_23810,6_refound_27979,7_refound_31975,8_refound_36049_stop,9_refound_40226_stop,10_refound_44388_stop,11_refound_48628_stop,12_refound_52957,13_refound_57050_stop,14_refound_61161,15_refound_65371_stop,MOKLEP_15485
group_1424,,GGDEF domain-containing protein,0_refound_1054_stop,1_refound_5214_stop,2_refound_9312,3_refound_13382,4_refound_17639,5_refound_21665,DILMCD_15225,7_refound_30261_stop,8_refound_34394_stop,9_refound_38501_stop,10_refound_42652,11_refound_46882_stop,CELEIN_17835,FNPKGJ_16820,14_refound_59391_stop,OGPOLJ_17770,16_refound_67503
group_1413,,Na+/H+ antiporter,AEKEPN_05940,HMDFDK_10140,DGIGOC_12300,OELDID_19230,NDFCFG_24275,NFOGGK_06775,DILMCD_24070,CJMOAC_18780,GGGPIC_07255,9_refound_37309,10_refound_41407,11_refound_45634,CELEIN_05780,FNPKGJ_06705,OFJEOJ_24560,OGPOLJ_06365,16_refound_66551
group_1412,,lytic murein transglycosylase,AEKEPN_27745,HMDFDK_18895,DGIGOC_21895,OELDID_09635,NDFCFG_04030,NFOGGK_25830,DILMCD_07450,CJMOAC_04700,GGGPIC_24600,KLDNLM_26195,KAGCPN_25870,NDMAAC_25880,CELEIN_25860,FNPKGJ_27385,OFJEOJ_04085,OGPOLJ_27140,MOKLEP_08100
group_1410,,phospholipase,0_refound_496,1_refound_4697_stop,DGIGOC_05365,OELDID_26165,4_refound_17356_stop,NFOGGK_13705,DILMCD_16680,CJMOAC_24120,8_refound_33986,KLDNLM_18275,KAGCPN_11725,NDMAAC_11720,CELEIN_16320,13_refound_54886_stop,14_refound_58950,15_refound_63192_stop,16_refound_67238_stop
